Sno,Song,Artist,ArtistID,acousticness,danceability,liveness,loudness,speechiness,valence,energy,Cluster
171,Only If for a Night,Florence + The Machine,27,0.0441,0.48200000000000004,0.0921,0.8338344722854976,0.0346,0.37799999999999995,0.727,3
172,Shake It Out,Florence + The Machine,27,0.122,0.5710000000000001,0.74,0.8781776765375856,0.0362,0.261,0.691,0
173,What the Water Gave Me,Florence + The Machine,27,0.006809999999999999,0.483,0.11199999999999999,0.8210174639331816,0.0316,0.187,0.5720000000000001,3
174,Ship To Wreck,Florence + The Machine,27,0.00147,0.564,0.27699999999999997,0.8989825360668188,0.0325,0.5870000000000001,0.9229999999999999,3
175,What Kind of Man,Florence + The Machine,27,0.0229,0.313,0.129,0.873682611996963,0.0431,0.22399999999999998,0.635,3
176,"How Big, How Blue, How Beautiful",Florence + The Machine,27,0.605,0.37200000000000005,0.177,0.8656340167046319,0.0324,0.0825,0.539,2
177,How Do You Do,Shakira,28,0.139,0.628,0.245,0.8741078208048597,0.065,0.43799999999999994,0.6859999999999999,3
178,Illegal (feat. Carlos Santana),Shakira,28,0.664,0.6729999999999999,0.115,0.7650113895216403,0.0428,0.594,0.414,2
179,Hips Don't Lie (feat. Wyclef Jean),Shakira,28,0.284,0.778,0.405,0.8367501898253609,0.0712,0.7559999999999999,0.8240000000000001,0
180,Objection (Tango),Shakira,28,0.0147,0.603,0.0246,0.8552771450265757,0.0677,0.705,0.8640000000000001,3
181,Underneath Your Clothes,Shakira,28,0.6859999999999999,0.616,0.10400000000000001,0.853880030372058,0.0415,0.36200000000000004,0.597,2
182,"Whenever, Wherever",Shakira,28,0.23600000000000002,0.7929999999999999,0.20199999999999999,0.8680334092634778,0.0406,0.872,0.8320000000000001,1
183,En Tus Pupilas,Shakira,28,0.442,0.654,0.11199999999999999,0.6374487471526198,0.0326,0.303,0.309,2
184,La Pared,Shakira,28,0.638,0.755,0.102,0.8000303720577071,0.0329,0.615,0.688,2
185,La Tortura (feat. Alejandro Sanz),Shakira,28,0.0297,0.74,0.12300000000000001,0.8526955201214884,0.0427,0.812,0.7829999999999999,1
186,Intro,Tinie Tempah,29,0.000504,0.47600000000000003,0.226,0.8543052391799546,0.131,0.273,0.858,3
187,Simply Unstoppable,Tinie Tempah,29,0.0251,0.503,0.161,0.9200911161731209,0.273,0.841,0.9420000000000001,3
188,Pass Out,Tinie Tempah,29,0.0281,0.693,0.14300000000000002,0.9166590736522401,0.29600000000000004,0.532,0.8909999999999999,1
189,Sexy Beast (Freestyle),Tinie Tempah,29,0.049,0.691,0.13,0.6603492786636296,0.24600000000000002,0.45299999999999996,0.65,1
190,Big Money,Tinie Tempah,29,0.00687,0.524,0.177,0.6782991647684131,0.222,0.439,0.62,3
191,Body Language,Tinie Tempah,29,0.0667,0.5539999999999999,0.16399999999999998,0.6717995444191345,0.519,0.0648,0.897,3
192,56 Bars (Intro),T.I.,30,0.14800000000000002,0.522,0.36700000000000005,0.8984965831435081,0.28,0.415,0.902,0
193,Ready for Whatever,T.I.,30,0.008440000000000001,0.602,0.285,0.8370539104024299,0.0966,0.292,0.71,3
194,The Introduction,T.I.,30,0.00528,0.588,0.16,0.8442217160212606,0.174,0.39299999999999996,0.752,3
195,G Season (feat. Meek Mill),T.I.,30,0.0137,0.662,0.244,0.8665755504935462,0.132,0.446,0.708,1
196,Trap Back Jumpin,T.I.,30,0.00024300000000000002,0.7709999999999999,0.271,0.84039483675019,0.0719,0.11900000000000001,0.657,1
197,Welcome to the World (feat. Kanye West & Kid Cudi),T.I.,30,0.012,0.748,0.19899999999999998,0.9084282460136677,0.0565,0.345,0.8490000000000001,1
198,How Life Changed (feat. Mitchelle'l & Scarface),T.I.,30,0.10300000000000001,0.6659999999999999,0.0703,0.9524981017463935,0.295,0.5660000000000001,0.879,1
199,Get Back Up (feat. Chris Brown),T.I.,30,0.6,0.556,0.0937,0.8254517843583905,0.35,0.648,0.6990000000000001,2
200,Trust,Christina Perri,32,0.877,0.675,0.124,0.6901442672741079,0.0395,0.0367,0.138,2
201,Burning Gold,Christina Perri,32,0.0175,0.565,0.11,0.8379954441913442,0.0269,0.213,0.6729999999999999,3
202,Bluebird,Christina Perri,32,0.433,0.423,0.0701,0.785269552012149,0.0454,0.266,0.46,2
203,Arms,Christina Perri,32,0.11,0.46299999999999997,0.10300000000000001,0.795687167805619,0.0634,0.252,0.755,3
204,Bang Bang Bang,Christina Perri,32,0.00324,0.445,0.262,0.8462870159453305,0.0629,0.589,0.797,3
205,Bluebird,Christina Perri,32,0.433,0.423,0.0701,0.785269552012149,0.0454,0.266,0.46,2
206,Arms,Christina Perri,32,0.11,0.46299999999999997,0.10300000000000001,0.795687167805619,0.0634,0.252,0.755,3
207,Bang Bang Bang,Christina Perri,32,0.00324,0.445,0.262,0.8462870159453305,0.0629,0.589,0.797,3
208,Hello,Adele,33,0.32899999999999996,0.47,0.0854,0.8295520121488233,0.0342,0.289,0.431,3
209,Send My Love (To Your New Lover),Adele,33,0.0356,0.688,0.172,0.761761579347001,0.0875,0.565,0.532,1
210,I Miss You,Adele,33,0.01,0.382,0.433,0.8864996203492789,0.047,0.156,0.5770000000000001,0
211,Ride,Adele,33,0.727,0.525,0.271,0.8536674259681095,0.0354,0.7340000000000001,0.625,2
212,One and Only,Adele,33,0.295,0.528,0.165,0.8545482156416099,0.0287,0.184,0.467,3
213,Rumour Has It,Adele,33,0.617,0.612,0.16699999999999998,0.8634168564920275,0.0445,0.574,0.748,2
214,Mr. Worldwide (Intro) [feat. Vein],Pitbull,34,0.0567,0.779,0.332,0.9164464692482918,0.0866,0.762,0.912,1
215,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,34,0.192,0.6709999999999999,0.298,0.9183295368261202,0.161,0.529,0.9390000000000001,1
216,Rain Over Me (feat. Marc Anthony),Pitbull,34,0.0041600000000000005,0.61,0.758,0.9514047076689448,0.0647,0.294,0.9059999999999999,0
217,Ah Leke (feat. Sean Paul),Pitbull,34,0.0437,0.8109999999999999,0.185,0.8952467729688688,0.16899999999999998,0.932,0.889,1
218,Fun (feat. Chris Brown),Pitbull,34,0.156,0.7929999999999999,0.193,0.9043280182232348,0.0478,0.547,0.774,1
219,Fireball (feat. John Ryan),Pitbull,34,0.0908,0.7609999999999999,0.0606,0.8523006833712986,0.055999999999999994,0.836,0.9329999999999999,1
220,Global Warming (feat. Sensato),Pitbull,34,0.152,0.833,0.111,0.8009111617312075,0.272,0.809,0.675,1
221,Feel This Moment (feat. Christina Aguilera),Pitbull,34,0.039,0.6729999999999999,0.341,0.9053910402429767,0.158,0.542,0.758,1
222,Pretty Hurts,Beyonc,35,0.0030800000000000003,0.512,0.34600000000000003,0.8102657555049356,0.0508,0.201,0.625,3
223,Haunted,Beyonc,35,0.10300000000000001,0.436,0.507,0.7297190584662112,0.0773,0.325,0.534,0
224,Drunk in Love (feat. Jay Z),Beyonc,35,0.00969,0.589,0.18100000000000002,0.806074411541382,0.0468,0.401,0.621,3
225,07-Nov,Beyonc,35,0.0128,0.747,0.126,0.8596810933940776,0.126,0.56,0.705,1
226,Flawless Remix (feat. Nicki Minaj),Beyonc,35,0.24100000000000002,0.639,0.484,0.7948063781321186,0.215,0.457,0.659,0
227,Drunk in Love Remix (feat. JAY Z & Kanye West),Beyonc,35,0.161,0.514,0.11800000000000001,0.9069703872437359,0.052000000000000005,0.474,0.763,3
228,Love On Top,Beyonc,35,0.0849,0.652,0.604,0.8564920273348521,0.0887,0.652,0.748,0
229,Party (feat. André 3000),Beyonc,35,0.0188,0.648,0.16899999999999998,0.8253606681852698,0.0506,0.7120000000000001,0.593,1
230,Schoolin' Life,Beyonc,35,0.0289,0.799,0.33899999999999997,0.8492331055429008,0.0822,0.551,0.715,1
231,I Like It Like That (feat. New Boyz),Hot Chelle Rae,36,0.045,0.747,0.317,0.835353075170843,0.0569,0.617,0.7709999999999999,1
232,Tonight Tonight,Hot Chelle Rae,36,0.0764,0.6859999999999999,0.163,0.8645406226271832,0.11900000000000001,0.8140000000000001,0.7829999999999999,1
233,Honestly,Hot Chelle Rae,36,0.0268,0.6409999999999999,0.11,0.8859832953682614,0.0375,0.9159999999999999,0.787,1
234,Say (Half Past Nine),Hot Chelle Rae,36,0.000113,0.536,0.20600000000000002,0.9226119969627944,0.0601,0.682,0.953,3
235,I Like to Dance,Hot Chelle Rae,36,0.00179,0.62,0.0887,0.936886864085042,0.0486,0.83,0.958,3
236,Never Have I Ever,Hot Chelle Rae,36,6.459999999999998e-05,0.529,0.225,0.9185117691723617,0.0489,0.787,0.9159999999999999,3
237,I Hate LA,Hot Chelle Rae,36,0.0234,0.8540000000000001,0.0887,0.8137585421412302,0.0607,0.504,0.457,1
238,Too Much,Hot Chelle Rae,36,0.15,0.76,0.0616,0.8038268792710708,0.0536,0.578,0.612,1
239,Stay,Hot Chelle Rae,36,0.00536,0.439,0.19699999999999998,0.8175854214123008,0.257,0.41600000000000004,0.6459999999999999,3
240,Head Above Water,Avril Lavigne,37,0.0112,0.578,0.102,0.853181473044799,0.0706,0.268,0.6940000000000001,3
241,Birdie,Avril Lavigne,37,0.272,0.5479999999999999,0.26,0.908671222475323,0.0864,0.452,0.8240000000000001,3
242,I Fell in Love with the Devil,Avril Lavigne,37,0.0235,0.522,0.195,0.7980865603644649,0.0831,0.215,0.677,3
243,Take Me Away,Avril Lavigne,37,0.0013800000000000002,0.511,0.198,0.9401063022019744,0.0343,0.255,0.892,3
244,Together,Avril Lavigne,37,0.000346,0.435,0.228,0.9273196659073655,0.035,0.301,0.861,3
245,Dark Fantasy,Kanye West,38,0.27399999999999997,0.59,0.16699999999999998,0.8359301442672743,0.0457,0.36700000000000005,0.5870000000000001,3
246,Power,Kanye West,38,0.0162,0.5429999999999999,0.7440000000000001,0.8715565679574793,0.113,0.5770000000000001,0.915,0
247,On Sight,Kanye West,38,0.48700000000000004,0.608,0.28,0.919058466211086,0.325,0.515,0.469,2
248,Black Skinhead,Kanye West,38,0.00112,0.7659999999999999,0.168,0.8297038724373578,0.268,0.299,0.821,1
249,Intro,Kanye West,38,0.223,0.8059999999999999,0.519,0.5938952164009113,0.904,0.47600000000000003,0.349,0
250,We Don't Care,Kanye West,38,0.0142,0.595,0.247,0.8387243735763099,0.18100000000000002,0.647,0.754,3
251,Graduation Day,Kanye West,38,0.684,0.418,0.414,0.7405922551252849,0.33799999999999997,0.8690000000000001,0.447,2
252,Rock the Beat II,LMFAO,39,0.00215,0.38799999999999996,0.188,0.9041154138192864,0.247,0.34299999999999997,0.893,3
253,Sorry for Party Rocking,LMFAO,39,0.00213,0.6,0.413,0.8835535307517086,0.165,0.55,0.877,0
254,Rock the Beat II,LMFAO,39,0.00215,0.38799999999999996,0.188,0.9041154138192864,0.247,0.34299999999999997,0.893,3
255,Sorry for Party Rocking,LMFAO,39,0.00213,0.6,0.413,0.8835535307517086,0.165,0.55,0.877,0
256,Sweet Talker,Jessie J,40,0.61,0.6629999999999999,0.20800000000000002,0.8540318906605925,0.0621,0.588,0.655,2
257,Price Tag (feat. B.o.B),Jessie J,40,0.0839,0.583,0.387,0.9639483675018985,0.187,0.774,0.92,0
258,Nobody's Perfect,Jessie J,40,0.0022600000000000003,0.5710000000000001,0.6629999999999999,0.9179043280182234,0.285,0.6609999999999999,0.8809999999999999,0
259,Abracadabra,Jessie J,40,0.0352,0.831,0.0393,0.879392558845862,0.0415,0.767,0.8220000000000001,1
260,Good Hit,Jennifer Lopez,41,0.115,0.797,0.121,0.8737129840546699,0.20199999999999999,0.727,0.722,1
261,First Love,Jennifer Lopez,41,0.009609999999999999,0.622,0.311,0.8612908124525438,0.0444,0.455,0.708,3
262,Never Satisfied,Jennifer Lopez,41,0.0705,0.589,0.147,0.8893849658314352,0.0698,0.231,0.725,3
263,Qué Hiciste,Jennifer Lopez,41,0.526,0.623,0.161,0.845770690964313,0.0996,0.594,0.71,2
264,Me Haces Falta,Jennifer Lopez,41,0.336,0.6990000000000001,0.11599999999999999,0.7725436598329538,0.0482,0.679,0.5489999999999999,1
265,Como Ama una Mujer,Jennifer Lopez,41,0.6809999999999999,0.5529999999999999,0.11800000000000001,0.7128929384965833,0.0304,0.107,0.355,2
266,Back to Sleep,Chris Brown,42,0.11900000000000001,0.653,0.483,0.8241154138192864,0.213,0.797,0.675,0
267,Fine By Me,Chris Brown,42,0.14,0.7140000000000001,0.0689,0.8689141989369782,0.049,0.665,0.701,1
268,Wrist (feat. Solo Lucci),Chris Brown,42,0.489,0.758,0.239,0.7624601366742598,0.154,0.518,0.38799999999999996,2
269,Westside,Chris Brown,42,0.218,0.631,0.124,0.7995140470766897,0.32,0.376,0.703,1
270,Nothin' Like Me (feat. Ty Dolla $ign),Chris Brown,42,0.0286,0.8540000000000001,0.0709,0.7732422171602128,0.121,0.431,0.547,1
271,Ayo,Chris Brown,42,0.0399,0.823,0.0851,0.8609567198177679,0.0443,0.682,0.563,1
272,Lost & Found,Chris Brown,42,0.652,0.483,0.12300000000000001,0.7723614274867123,0.078,0.6679999999999999,0.532,2
273,Privacy,Chris Brown,42,0.153,0.741,0.109,0.7805922551252849,0.37799999999999995,0.428,0.58,1
274,Juicy Booty (feat. Jhené Aiko & R. Kelly),Chris Brown,42,0.0233,0.7559999999999999,0.0914,0.8248139711465454,0.0637,0.731,0.598,1
275,Overture,Sleeping At Last,43,0.862,0.37200000000000005,0.314,0.6569779802581627,0.0371,0.484,0.386,2
276,Woodwork,Sleeping At Last,43,0.5479999999999999,0.191,0.079,0.7157175398633259,0.0375,0.0676,0.426,2
277,The Safety Dance,Sleeping At Last,43,0.706,0.44299999999999995,0.12,0.7111313591495826,0.0365,0.423,0.349,2
278,Total Eclipse of the Heart,Sleeping At Last,43,0.9520000000000001,0.45,0.159,0.7287167805618833,0.0533,0.366,0.257,2
279,Porcelain,Sleeping At Last,43,0.607,0.306,0.26899999999999996,0.7887015945330298,0.0343,0.0798,0.55,2
280,Chandeliers,Sleeping At Last,43,0.44299999999999995,0.266,0.0954,0.7648595292331057,0.031,0.0842,0.505,2
281,Naive,Sleeping At Last,43,0.9390000000000001,0.402,0.105,0.5219438116932423,0.0465,0.228,0.0468,2
282,All Things Go,Nicki Minaj,44,0.0718,0.7509999999999999,0.105,0.6826423690205013,0.281,0.276,0.46299999999999997,1
283,I Lied,Nicki Minaj,44,0.384,0.623,0.109,0.7511009870918757,0.0881,0.387,0.38799999999999996,2
284,I'm the Best,Nicki Minaj,44,0.0288,0.486,0.5379999999999999,0.8627182991647686,0.335,0.321,0.835,0
285,Did It On'em,Nicki Minaj,44,0.0445,0.5589999999999999,0.204,0.8021260440394838,0.35100000000000003,0.47200000000000003,0.414,3
286,Roman Holiday,Nicki Minaj,44,0.0304,0.8,0.162,0.8278208048595295,0.0967,0.402,0.742,1
287,Come On a Cone,Nicki Minaj,44,0.365,0.7240000000000001,0.21600000000000003,0.8814882308276388,0.195,0.753,0.8220000000000001,1
288,Are We All We Are,P!nk,45,0.000933,0.49,0.823,0.9090964312832196,0.0658,0.527,0.93,0
289,Blow Me (One Last Kiss),P!nk,45,0.000145,0.597,0.282,0.9259832953682614,0.044000000000000004,0.73,0.919,3
290,Try,P!nk,45,0.00141,0.6729999999999999,0.0944,0.8009111617312075,0.0299,0.551,0.629,1
291,Get the Party Started,P!nk,45,0.00108,0.802,0.17300000000000001,0.9164768413059987,0.0459,0.961,0.904,1
292,There You Go,P!nk,45,0.0862,0.8220000000000001,0.0452,0.8113287775246775,0.0916,0.667,0.847,1
293,So What,P!nk,45,0.00032900000000000003,0.534,0.24100000000000002,0.9222171602126046,0.0425,0.462,0.87,3
294,Sober,P!nk,45,0.0626,0.612,0.187,0.8670007593014428,0.0315,0.373,0.797,3
295,I Don't Believe You,P!nk,45,0.762,0.45899999999999996,0.10800000000000001,0.73955960516325,0.0274,0.23800000000000002,0.276,2
296,Mylo Xyloto,Coldplay,46,0.435,0.151,0.228,0.6269703872437359,0.0373,0.226,0.389,2
297,Hurts Like Heaven,Coldplay,46,0.01,0.419,0.26899999999999996,0.8277904328018225,0.0305,0.27399999999999997,0.773,3
298,Paradise,Coldplay,46,0.0522,0.449,0.0833,0.8103264996203494,0.0268,0.203,0.585,3
299,Always In My Head,Coldplay,46,0.0128,0.499,0.068,0.7330296127562643,0.0254,0.0397,0.502,3
300,Magic,Coldplay,46,0.0262,0.738,0.106,0.744935459377373,0.0403,0.355,0.483,1
301,Ink,Coldplay,46,0.0661,0.688,0.11800000000000001,0.793682611996963,0.0324,0.6890000000000001,0.706,1
302,Best Song Ever,One Direction,47,0.0227,0.652,0.0789,0.9250113895216403,0.0465,0.486,0.877,1
303,Story of My Life,One Direction,47,0.225,0.6,0.11900000000000001,0.8394836750189827,0.0477,0.28600000000000003,0.6629999999999999,1
304,Diana,One Direction,47,0.0604,0.5489999999999999,0.13699999999999998,0.8845254365983297,0.0614,0.755,0.868,3
305,Steal My Girl,One Direction,47,0.00433,0.536,0.114,0.8350493545937739,0.0347,0.545,0.768,3
306,Ready to Run,One Direction,47,0.00229,0.524,0.171,0.8889293849658316,0.036000000000000004,0.299,0.831,3
307,Where Do Broken Hearts Go,One Direction,47,0.0014,0.565,0.105,0.9028701594533032,0.0326,0.647,0.862,3
308,Welcome To New York,Taylor Swift,48,0.038,0.7929999999999999,0.304,0.8697038724373578,0.0324,0.615,0.634,1
309,Blank Space,Taylor Swift,48,0.10300000000000001,0.76,0.0913,0.8513287775246774,0.054000000000000006,0.57,0.703,1
310,Style,Taylor Swift,48,0.00245,0.588,0.11800000000000001,0.845770690964313,0.0402,0.48700000000000004,0.7909999999999999,3
311,Mine,Taylor Swift,48,0.0032700000000000003,0.621,0.184,0.9265907365223995,0.0297,0.672,0.78,3
312,Sparks Fly,Taylor Swift,48,0.0387,0.608,0.158,0.9253151100987094,0.0311,0.376,0.785,3
313,Back to December,Taylor Swift,48,0.0202,0.517,0.324,0.8396355353075172,0.0289,0.29600000000000004,0.606,3
314,Tiny Little Bows,Carly Rae Jepsen,49,0.0335,0.77,0.11800000000000001,0.8683978739559607,0.057999999999999996,0.8759999999999999,0.924,1
315,This Kiss,Carly Rae Jepsen,49,0.007109999999999999,0.736,0.301,0.8844039483675021,0.0339,0.7040000000000001,0.88,1
316,Call Me Maybe,Carly Rae Jepsen,49,0.0114,0.7829999999999999,0.10800000000000001,0.8168261199696282,0.0408,0.66,0.58,1
317,First Time,Carly Rae Jepsen,49,0.0545,0.8490000000000001,0.326,0.885466970387244,0.0602,0.5760000000000001,0.726,1
318,Higher,Carly Rae Jepsen,49,0.00905,0.647,0.373,0.87705391040243,0.0575,0.444,0.8740000000000001,3
319,The One,Carly Rae Jepsen,49,0.0207,0.812,0.0976,0.8690660592255127,0.0486,0.86,0.7829999999999999,1
320,Mr. Know It All,Kelly Clarkson,50,0.0284,0.6759999999999999,0.0701,0.8598633257403191,0.028999999999999998,0.44299999999999995,0.807,1
321,Stronger (What Doesn't Kill You),Kelly Clarkson,50,0.046,0.562,0.11199999999999999,0.8856492027334854,0.0475,0.684,0.9390000000000001,3
322,Dark Side,Kelly Clarkson,50,0.0991,0.5589999999999999,0.292,0.8929992406985575,0.05,0.292,0.86,3
323,Breakaway,Kelly Clarkson,50,0.0421,0.268,0.10800000000000001,0.8896279422930906,0.0337,0.39299999999999996,0.716,3
324,Since U Been Gone,Kelly Clarkson,50,0.00206,0.662,0.113,0.8530903568716782,0.0322,0.382,0.7390000000000001,1
325,Behind These Hazel Eyes,Kelly Clarkson,50,0.00165,0.5479999999999999,0.19699999999999998,0.8735003796507216,0.0382,0.425,0.889,3
326,Wrapped in Red,Kelly Clarkson,50,0.365,0.54,0.132,0.8739255884586182,0.0366,0.36,0.7340000000000001,2
327,Underneath the Tree,Kelly Clarkson,50,0.0013,0.509,0.214,0.8505391040242978,0.0537,0.6890000000000001,0.812,3
328,Have Yourself a Merry Little Christmas,Kelly Clarkson,50,0.9470000000000001,0.26,0.10800000000000001,0.6979195140470769,0.0345,0.175,0.221,2
329,Cave In,Owl City,51,0.000721,0.667,0.225,0.793014426727411,0.0333,0.649,0.733,1
330,The Bird and the Worm,Owl City,51,0.0249,0.556,0.127,0.8093545937737283,0.028999999999999998,0.6,0.615,3
331,Hello Seattle,Owl City,51,0.00223,0.616,0.158,0.8735003796507216,0.0283,0.74,0.7440000000000001,3
332,The Real World,Owl City,51,0.0584,0.546,0.0792,0.8578891419893699,0.0345,0.763,0.8029999999999999,3
333,Deer In the Headlights,Owl City,51,0.0287,0.574,0.0697,0.9071829916476843,0.0485,0.95,0.981,3
334,Angels,Owl City,51,0.228,0.643,0.151,0.8790888382687929,0.0348,0.5479999999999999,0.9229999999999999,1
335,Dreams and Disasters,Owl City,51,0.00264,0.618,0.114,0.8815489749430526,0.0353,0.882,0.855,3
336,Shooting Star,Owl City,51,0.0125,0.514,0.11199999999999999,0.8656643887623389,0.0522,0.45899999999999996,0.872,3
337,Gold,Owl City,51,0.10800000000000001,0.499,0.0928,0.8823386484434322,0.0537,0.54,0.9309999999999999,3
338,Glad You Came,The Wanted,52,0.0319,0.722,0.10800000000000001,0.8980713743356115,0.0639,0.452,0.851,1
339,Chasing the Sun,The Wanted,52,0.242,0.636,0.498,0.8271222475322705,0.0962,0.679,0.732,0
340,All Time Low,The Wanted,52,0.0293,0.636,0.0713,0.8157327258921794,0.0427,0.608,0.6729999999999999,1
341,We Own the Night,The Wanted,52,0.00591,0.547,0.22699999999999998,0.8926347760060747,0.131,0.557,0.9390000000000001,3
342,In the Middle,The Wanted,52,0.29600000000000004,0.599,0.11699999999999999,0.8180713743356114,0.0385,0.21899999999999997,0.7709999999999999,1
